F1_S1,F2_S1,F1_S2,F2_S2,DecayRatioCycle,LPC_Coefficient1,LPC_Coefficient2,LPC_Coefficient3,LPC_Coefficient4,LPC_Coefficient5,LPC_Coefficient6,LPC_Coefficient7,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient14,LPC_Coefficient15,Class
0.015625,0.0078125,0.015625,0.0078125,0.029836,0.49146,0.081817,0.033286,0.22456,0.12059,0.07194,0.089612,0.13388,0.17057,0.087181,0.045304,-0.028989,0.028475,0.011123,0.020314,abnormal
0.019531,0.011719,0.011719,0.03125,0.0064178,-0.11131,-0.073298,0.0070645,0.033104,0.082466,0.097009,0.098708,0.082125,0.044543,0.048532,0.020352,0.01569,-0.0024586,0.017104,0.044721,normal
0.019531,0.015625,0.019531,0.015625,0.012086,-0.36339,0.046608,0.068239,0.094038,0.12516,0.072481,0.066015,0.076222,0.080778,0.086203,0.031337,0.084371,0.028341,0.0015324,0.0040645,abnormal
0.011719,0.023438,0.0078125,0.0078125,0.0091979,0.027405,-0.1905,-0.058681,0.27261,0.01333,0.12771,0.044432,0.011632,0.015512,0.062818,0.032922,0.056635,-0.0021848,0.020323,-0.027401,abnormal
0.0078125,0.015625,0.015625,0.011719,0.0070445,-0.4548,0.26121,-0.16933,0.1928,-0.092775,0.21548,0.058229,0.1057,-0.022094,0.058158,-0.012575,0.033568,0.028498,0.042012,-0.010517,abnormal
0.011719,0.023438,0.011719,0.019531,0.0042388,-0.75184,0.080204,0.1296,0.1253,-0.09227,0.095023,-0.040948,0.12345,-0.010728,0.047372,-0.034539,0.053812,-0.048269,0.0064226,0.025743,abnormal
0.0078125,0.015625,0.011719,0.015625,0.041248,0.29266,0.11306,-0.13654,-0.02583,0.062162,-0.11701,0.10469,0.26715,0.069524,0.064616,-0.017127,0.058278,0.0012512,-0.0099899,-0.025329,abnormal
0.011719,0.03125,0.011719,0.0078125,0.010469,-0.2186,-0.1518,-0.075165,0.0060881,0.038554,0.094246,0.090007,0.099435,0.068717,-0.011052,-0.029497,-0.049697,0.0098833,0.083413,0.04446,abnormal
0.015625,0.011719,0.015625,0.027344,0.0074062,-0.025349,-0.63036,-0.11913,0.37111,0.094316,-0.033724,0.055497,-0.0044063,-0.046395,0.094583,0.082587,0.0040836,0.023331,0.0048565,0.011522,abnormal
0.0078125,0.0039062,0.015625,0.0078125,0.0057126,-0.32278,0.18347,0.047502,0.10044,0.10513,0.14399,0.12057,0.098207,0.023232,0.044371,0.019524,0.039211,0.14549,-0.037538,0.017822,abnormal
0.023438,0.0078125,0.0078125,0.011719,0.033389,0.096752,0.026751,-0.18776,0.041638,0.072107,0.12313,0.085169,0.11387,0.038012,0.10508,-0.044677,-0.0032216,0.062488,-0.010958,0.044052,normal
0.015625,0.015625,0.0078125,0.023438,0.012462,-0.40601,-0.22893,0.1776,0.13251,0.084322,0.030291,0.072102,-0.092618,0.052048,0.11358,0.0031945,0.085311,-0.083303,0.07406,0.028585,abnormal
0.0078125,0.0078125,0.0078125,0.0078125,0.021192,-0.37218,0.099431,-0.088102,0.21549,0.031441,0.074854,0.023221,0.09227,0.026532,0.020239,0.0038381,0.13092,-0.094004,0.06766,0.02859,normal
0.027344,0.015625,0.019531,0.015625,0.027967,0.6316,0.37568,0.088902,0.047325,0.026659,0.26379,0.22726,0.16431,0.18935,0.18279,0.13849,0.14226,0.095872,0.022363,-0.040203,abnormal
0.0078125,0.0078125,0.0039062,0.0078125,0.019511,-0.53355,-0.21469,0.038198,0.14745,0.095811,0.063225,0.026339,0.040658,0.04311,0.021208,-0.0045668,0.0054873,-0.034838,0.019033,0.083501,normal
0.015625,0.015625,0.0078125,0.046875,0.028231,-0.068247,0.11184,-0.073309,0.18843,0.11509,0.18516,-0.04374,0.15604,-0.022036,0.12103,-0.038067,0.092705,-0.010786,-0.0017572,-0.0024339,abnormal
0.015625,0.011719,0.0078125,0.03125,0.0024124,-0.17997,-0.020889,0.053937,0.10999,0.12344,0.090045,0.073781,0.080397,0.054878,0.024095,0.0016903,-0.0050006,0.0084505,0.028793,0.07025,normal
0.0078125,0.0078125,0.013672,0.0039062,0.0056209,-0.39306,0.27755,0.082749,0.17882,0.10432,0.23472,-0.023961,0.19412,0.11569,0.063256,-0.011551,0.0373,0.040167,0.053442,-0.010336,normal
0.011719,0.015625,0.0097656,0.039062,0.0082758,-0.31968,-0.11762,0.039021,0.26277,-0.03028,0.15614,-0.028109,0.073227,0.055834,0.03651,0.078325,0.016114,-0.05431,0.05472,0.009917,abnormal
0.0097656,0.023438,0.0097656,0.03125,0.01637,0.38878,-0.00027108,-0.13876,0.0095935,0.30217,0.024645,0.11534,0.038427,0.13168,0.17743,0.10098,0.12553,0.13146,-0.079289,-0.20456,abnormal
0.015625,0.0078125,0.015625,0.015625,0.014218,-0.35696,-0.15921,-0.0060172,0.04918,0.063904,0.066808,0.066138,0.04793,0.035892,0.052296,0.028549,0.053053,0.035659,0.000673,-0.024662,normal
0.015625,0.015625,0.015625,0.011719,0.0058118,-0.50197,-0.1877,0.1352,0.071749,0.11667,0.033178,-0.015906,0.081623,-0.023028,0.1016,-0.047982,0.043845,-0.016133,0.016928,0.025403,normal
0.011719,0.0039062,0.011719,0.039062,0.015233,-0.39231,-0.080693,-0.081655,0.088487,0.17239,0.13471,-0.038037,0.042276,-0.0031013,0.030325,0.063221,-0.015848,0.02935,0.015832,0.013603,abnormal
0.0078125,0.0039062,0.0078125,0.011719,0.056794,-0.51693,0.46771,-0.11302,0.075797,0.041477,0.095275,0.01419,0.095575,0.073324,-0.025573,0.056662,0.031451,0.029463,0.064151,0.088519,abnormal
0.023438,0.0078125,0.019531,0.0078125,0.0061671,-0.50443,-0.18215,0.16918,0.1621,0.040216,0.090672,-0.023358,0.0077551,0.07036,0.10873,-0.035304,0.078082,-0.00038152,0.060455,-0.016165,abnormal
0.0097656,0.013672,0.015625,0.015625,0.010802,-0.49415,0.24692,-0.028902,0.25957,-0.19506,0.30421,-0.077549,0.18532,-0.0021102,0.12227,0.0062078,0.078529,-0.0162,0.046361,-0.051287,normal
0.011719,0,0.011719,0.0078125,0.034746,-0.62618,0.39198,-0.14775,0.25452,-0.072216,0.16556,-0.032165,0.15031,0.025087,0.0097935,0.085672,-0.036951,0.011592,0.025746,0.072528,normal
0.015625,0.0078125,0.0039062,0.019531,0.02276,0.79586,0.50781,-0.23418,-0.057718,-0.14071,0.36211,0.24099,0.36301,-0.070471,0.048274,-0.0050599,0.15244,0.1,0.12416,-0.023862,abnormal
0.0078125,0.015625,0.015625,0.019531,0.007649,-0.45377,0.31765,-0.21697,0.14582,0.087315,0.044071,0.00169,0.0064846,0.055752,0.21649,-0.12084,0.04019,0.0027409,0.083403,0.021536,normal
0.015625,0.03125,0.015625,0.025391,0.13383,0.26267,0.07631,-0.016754,0.31564,0.065724,0.11964,0.092411,0.10132,0.11169,0.10871,0.11589,0.10078,0.036167,0.010167,-0.017157,normal
0.015625,0.0078125,0.0078125,0.019531,0.018596,-0.44128,0.52746,-0.17291,0.45198,-0.12206,0.40173,-0.1838,0.26634,-0.0047829,0.2079,-0.027259,0.10789,-0.03523,0.12817,-0.023866,abnormal
0.015625,0.0078125,0.0078125,0.019531,0.44959,1.803,2.6206,3.3348,3.8179,4.0491,4.0546,3.8056,3.3162,2.7481,2.1511,1.5896,1.1205,0.72539,0.42357,0.148,normal
0.015625,0.015625,0.0078125,0.015625,0.0065348,0.11845,-0.62785,-0.069676,0.17462,0.15192,0.17196,0.050163,0.079467,-0.051408,-0.027752,0.021046,-0.024479,-0.0019817,0.056602,-0.021327,abnormal
0.011719,0.027344,0.023438,0.015625,0.0064808,-0.72296,0.16042,0.28181,-0.020581,-0.11467,0.099081,0.00031049,0.029762,0.042796,0.11906,0.028465,0.040964,0.02906,0.0367,-0.031575,abnormal
0.015625,0.015625,0.015625,0.0078125,0.032565,0.77746,0.47769,0.31193,0.34981,0.22315,0.16868,0.085573,0.21225,0.14571,0.15757,0.13088,0.217,0.18874,0.030468,-0.022164,abnormal
0.011719,0.019531,0.011719,0.023438,0.04844,-0.19452,0.020626,-0.11875,0.1121,0.088015,0.059211,0.11957,0.098784,0.056543,0.035602,0.063119,-0.00093658,-0.013766,-0.0059971,0.07423,abnormal
0.0078125,0.023438,0.0078125,0.019531,0.016241,0.44048,0.4647,-0.32964,0.09057,0.019947,0.19469,0.0339,0.2091,0.0592,0.085056,-9.68E-05,0.080693,0.1002,0.1034,0.060107,normal
0.015625,0.0039062,0.015625,0.050781,0.03482,-0.069701,0.09016,-0.032797,0.20146,-0.031645,0.10229,0.06002,0.094547,0.097948,0.092147,0.0043785,0.033525,-0.0050285,0.020665,-0.01611,normal
0.011719,0.011719,0.039062,0.011719,0.012835,-0.40475,-0.10801,-0.019569,0.15858,-0.014312,0.11568,0.036195,0.08951,-0.023678,0.016857,-0.025441,-0.0072769,0.0023866,0.0324,0.030423,normal
0.0078125,0.017578,0.023438,0.0078125,0.013181,-0.1532,-0.13989,-0.026159,0.12205,-0.061631,0.15704,-0.0098148,0.14229,-0.0079107,0.079269,0.0099732,0.0096435,0.012743,0.0051771,-0.029416,abnormal
0.011719,0.03125,0.023438,0.011719,0.016361,-0.34857,-0.38415,0.049548,0.16753,0.026541,0.28002,-0.069244,-0.0019029,-0.02714,0.053397,0.024365,0.11518,-0.07474,0.067392,-0.019114,abnormal
0.015625,0.011719,0.011719,0.015625,0.62699,1.4163,2.0011,2.3438,2.622,2.8041,2.8044,2.6372,2.258,1.8357,1.364,1.0002,0.68425,0.39284,0.2267,0.055417,abnormal
0.0078125,0.011719,0.015625,0.0078125,0.64657,1.5255,2.1996,2.6436,3.0201,3.1639,3.2143,3.1894,2.9514,2.5535,2.1203,1.6012,1.1142,0.69089,0.33293,0.12619,abnormal
0.011719,0.023438,0.0078125,0.015625,0.033076,-0.22667,-0.17681,-0.0064225,0.074333,0.10007,0.066638,0.099265,0.052305,0.054906,-0.012212,0.061996,-0.0046471,0.021585,0.043047,-0.018827,abnormal
0.011719,0.019531,0.015625,0.0078125,0.018848,0.21786,0.025938,0.11111,-0.054401,0.062734,0.35247,-0.0093402,0.088748,0.070648,-0.0157,0.05347,0.063601,0.044794,0.012048,-0.024103,abnormal
0.011719,0.015625,0.011719,0.015625,0.66193,1.475,2.0731,2.5608,2.9743,3.2261,3.2997,3.1487,2.8738,2.509,2.0392,1.5191,1.0452,0.65127,0.34851,0.13207,abnormal
0.015625,0.0078125,0.011719,0.023438,0.0097521,-0.32655,0.033776,-0.32666,0.2854,0.026125,0.14027,-0.047158,0.072456,0.020856,0.10559,0.022987,0.015769,-0.063786,-0.0064997,-0.0068873,abnormal
0.027344,0.0078125,0.046875,0.074219,0.053429,-1.0316,0.77364,-0.41838,0.52594,-0.31355,0.32847,-0.18399,0.046214,0.081797,-0.063763,0.11082,-0.12239,0.17117,-0.10716,0.095216,abnormal
0.0039062,0.011719,0.011719,0.0078125,0.011402,-0.10794,-0.25616,0.014374,0.13144,0.067227,0.084493,0.090423,0.015863,0.029204,0.0057114,-0.017344,0.039736,-0.0016792,0.033655,0.040511,abnormal
0.015625,0.023438,0.03125,0.03125,0.016964,-0.65658,0.15478,-0.099979,0.19517,0.13909,-0.01904,0.11751,0.08003,-0.0070671,0.044579,0.014082,0.018188,0.053122,0.0046178,0.0069235,abnormal
0.0078125,0.013672,0.015625,0.027344,0.0078713,-0.13599,-0.18408,-0.42905,0.15698,0.086242,0.32184,-0.032966,0.058268,-0.087232,0.052486,-0.015708,0.063378,0.029751,0.046215,0.055102,normal
0.023438,0.0078125,0.03125,0.015625,0.014577,-0.77645,-0.18682,0.40122,0.072679,0.020823,-0.051368,0.0088502,0.02885,0.10507,0.026982,0.029957,-0.069547,0.061185,0.018161,-0.013591,abnormal
0.015625,0.0078125,0.023438,0.039062,0.014023,-0.33911,-0.19218,0.042087,0.14607,0.12335,0.086713,0.0016943,-0.0067091,-0.0023579,0.030543,0.045977,0.016842,0.0056251,-0.021364,-0.045134,normal
0.015625,0.015625,0.03125,0.03125,0.035208,0.038011,0.37095,-0.30928,0.38114,-0.0075354,0.22171,-0.007148,0.12096,0.061006,0.045883,0.080892,0.082342,0.090314,-0.061625,0.031192,abnormal
0.019531,0.0039062,0.015625,0.0097656,0.025338,-0.08441,0.10913,-0.0038566,0.11965,0.026035,0.089659,0.039681,0.031829,0.079354,0.055417,0.067877,0.024981,1.19E-05,0.0064743,-0.0083247,abnormal
0.0078125,0.0078125,0.011719,0.0039062,0.01664,-0.38379,0.40067,-0.31232,0.26752,-0.039636,0.21267,0.0076192,0.16777,0.0095434,0.11004,-0.0096548,0.11527,-0.064308,0.11908,-0.028959,normal
0.011719,0.011719,0.013672,0.015625,0.018245,-0.24862,-0.1033,0.10059,0.20477,-0.1906,0.058109,0.026713,0.092154,0.08466,0.0012041,0.047737,0.044201,0.034469,-0.0072027,-0.058426,normal
0.011719,0.011719,0.013672,0.015625,0.59463,2.2738,3.6254,4.7232,5.3938,5.7492,5.7166,5.3131,4.6066,3.7825,2.9645,2.169,1.4307,0.78826,0.32696,0.06625,normal
0.015625,0.015625,0.0039062,0.023438,0.0035977,-0.052235,-0.14882,0.12547,0.64441,0.040755,-0.040634,0.06544,0.11237,0.090914,0.10963,0.1049,-0.05227,0.0017385,0.1519,0.15544,abnormal
0.011719,0.023438,0.0078125,0.015625,0.018494,-0.59805,0.021038,0.078979,-0.01671,0.049759,0.062837,-0.026328,0.076097,0.0088731,0.10048,0.045579,-0.017736,-0.024606,0.012055,0.089257,normal
0.0097656,0.015625,0.011719,0.03125,0.020829,-0.39813,-0.041566,0.23559,0.19079,-0.090694,0.028583,0.064512,0.050787,-0.041836,0.057155,0.075581,0.0055279,0.032656,0.015131,-0.0019888,abnormal
0.015625,0.015625,0.03125,0.015625,0.040724,0.0142,0.03976,0.013045,0.068848,-0.015884,0.053789,0.017457,0.16136,0.0090969,0.086787,0.092801,-0.015812,0.13453,0.025332,0.067568,normal
0.011719,0.0058594,0.015625,0.015625,0.008548,-0.31289,-0.19823,-0.040205,0.094451,0.026588,0.064303,0.043961,0.07087,0.0049448,0.037627,-0.0061028,-0.02276,0.0043732,-0.012597,0.044946,abnormal
0.0078125,0.021484,0.011719,0.03125,0.024077,-0.18517,-0.41097,-0.10039,0.40716,0.20777,0.010898,-0.11553,-0.040776,0.0973,0.12082,0.036938,-0.015878,0.039348,0.037074,-0.020065,abnormal
0.011719,0.0078125,0.011719,0.023438,0.0045628,-0.29218,0.05612,-0.042364,0.3256,-0.037728,0.14441,-0.082499,0.098031,-0.10137,0.1407,0.035679,0.046145,-0.028562,0.087555,-0.0045396,normal
0.015625,0.011719,0.011719,0.03125,0.015022,-0.21731,0.022367,0.057044,0.2354,0.035183,0.1787,0.019748,0.087208,0.028169,0.081324,0.022306,0.045281,0.0011393,-0.034567,-0.0054386,abnormal
0.0078125,0.0078125,0.015625,0.042969,0.022243,-0.66183,0.078379,0.11141,0.13304,0.099172,0.022157,-0.00067197,0.060083,0.068045,0.008565,0.0056754,0.03916,0.029855,-0.0019667,0.041374,abnormal
0.015625,0.015625,0.019531,0.015625,0.020856,-0.53701,-0.15179,0.11541,0.066156,-0.0081511,0.088307,0.005415,0.058227,-0.095454,0.087654,0.044081,0.049104,-0.058206,0.054018,-0.035688,normal
0.011719,0.0078125,0.011719,0.015625,0.0036422,0.057642,-0.4061,-0.11992,0.27236,0.12683,0.10636,0.035435,-0.043231,0.0080101,0.1235,0.068091,-0.017391,0.035536,0.074464,0.032701,abnormal
0.0078125,0.015625,0.011719,0.027344,0.0083065,-0.74312,0.35478,-0.19777,0.30415,-0.23355,0.33205,-0.16595,0.27027,-0.14773,0.20789,-0.064576,0.038472,-0.016834,0.099292,-0.0034034,normal
0.0039062,0.0039062,0.0078125,0.019531,0.027276,-0.23628,0.013321,-0.19463,0.41333,-0.0056883,0.24312,-0.065217,0.16534,-0.08423,0.039402,-0.0045719,0.1262,0.042288,-0.051732,-0.020651,abnormal
0.013672,0.027344,0.011719,0.039062,0.026232,-0.28912,-0.23706,-0.032723,0.10093,0.050228,0.066347,0.0053075,0.011586,0.0014967,0.0296,-0.013656,-0.0023254,0.024046,-0.014934,0.051759,abnormal
0.011719,0.021484,0.011719,0.019531,0.0034015,-0.39506,-0.11208,0.029829,0.025927,0.12138,0.09008,0.097414,-0.0090105,0.08342,0.026537,-0.0070296,-0.013654,0.039345,-0.058391,0.034353,abnormal
0.011719,0.0078125,0.011719,0.015625,0.025441,-0.24133,-0.052909,0.043076,0.08472,0.034007,0.036475,0.049269,0.086642,0.071647,0.061797,0.055499,0.034403,0.0051246,-0.031919,0.00031678,abnormal
0.046875,0.0078125,0.03125,0.0625,0.12801,-0.12758,0.60641,0.26343,0.40231,0.30713,0.32321,0.26641,0.18143,0.21647,0.1155,0.060563,0.074094,0.041393,0.052619,0.020833,abnormal
0.0078125,0.023438,0.0097656,0.023438,0.023443,0.354,-0.23433,-0.052346,0.23642,0.12026,0.098885,0.03409,0.11512,0.11504,0.086388,-0.0053755,0.072886,-0.011844,0.11675,0.061277,abnormal
0.011719,0.017578,0.015625,0.011719,0.0049929,-0.21908,-0.10884,-0.01518,0.04617,0.078335,0.085651,0.075243,0.05717,0.03964,0.023893,-0.0036376,-0.010206,-0.0042635,0.0082445,0.034213,abnormal
0.0078125,0.0078125,0.015625,0.015625,0.065333,-0.067423,0.26016,0.072321,0.26186,0.20964,0.26044,0.19122,0.097991,0.083815,0.097328,0.082819,0.050934,0.047138,0.010239,0.03442,abnormal
0.011719,0.015625,0.015625,0.0039062,0.0053073,0.4237,-0.020702,-0.2464,0.15095,0.28828,0.35321,0.10644,0.068378,0.090478,0.084589,0.14735,0.097918,0.032171,0.080535,0.07416,normal
0.015625,0.039062,0.015625,0.015625,0.034036,-0.10257,-0.16157,0.046564,0.14582,0.10981,0.18595,0.018891,0.04911,0.094743,0.011028,-0.039814,0.029722,0.058692,0.12923,0.046167,normal
0.017578,0.03125,0.015625,0.054688,0.035373,-0.2769,-0.35136,0.17731,0.071835,0.167,0.087977,-0.082185,0.024908,0.23445,-0.088808,-0.19703,0.24663,0.018607,-0.06644,-0.0042372,normal
0.011719,0.0078125,0.0078125,0.0078125,0.014729,0.12873,-0.16505,0.0079721,0.18899,-0.027077,-0.14724,0.11622,0.16539,-0.0079661,0.12679,0.073254,0.030017,0.06845,0.034527,-0.014284,abnormal
0.019531,0.0078125,0.0078125,0.015625,0.010616,-0.32283,-0.22173,0.0027721,0.16116,0.021485,0.085145,-0.050801,0.057245,-0.029794,0.060226,0.14579,-0.0018203,-0.084989,0.1004,0.040936,normal
0.011719,0.0078125,0.011719,0.015625,0.0035668,-0.14117,-0.17803,0.13203,0.24354,0.015271,0.0063338,0.0026644,0.12297,0.05252,0.0063894,0.060824,-0.025026,-0.036557,0.0066792,0.028696,abnormal
0.011719,0.03125,0.03125,0.023438,0.03609,-0.27957,-0.095531,-0.0075156,0.084793,0.10762,0.12127,0.089178,0.070556,0.047357,0.01896,-0.0030474,-0.0034719,-0.014667,0.0077424,0.043651,abnormal
0.011719,0.015625,0.0078125,0.050781,0.0026353,-0.14383,-0.12514,0.020939,0.065665,0.067292,0.085553,0.041924,0.05413,0.064642,0.048938,0.047443,0.04057,0.03159,0.014893,0.052555,abnormal
0.015625,0.0058594,0.019531,0.015625,0.0087775,-0.25887,-0.55722,0.07853,0.3077,0.22511,-0.044432,-0.051281,-0.0033014,0.00056995,0.15116,0.001308,-0.027182,0.084348,-0.014414,0.050732,normal
0.015625,0.0058594,0.0078125,0.0078125,0.0030865,-0.12907,-0.086885,0.16897,0.15712,0.082762,0.046764,0.03236,0.14399,0.015856,0.10841,0.078462,0.023728,-0.043876,0.13638,0.021956,abnormal
0.027344,0.015625,0.019531,0.0039062,0.0060804,-0.40837,0.015076,0.1133,0.11646,-0.056737,0.010483,0.013481,0.13303,-0.078441,0.074917,0.17108,-0.053591,-0.033411,0.073059,-0.024459,normal
0.015625,0.042969,0.03125,0.015625,0.022428,-0.41306,-0.081221,0.042272,0.12657,0.043328,0.020255,0.092834,0.011449,0.095016,-0.034077,0.066357,-0.056215,0.044715,0.059424,-0.066934,abnormal
0.011719,0.03125,0.015625,0.015625,0.02709,-0.44435,-0.097052,0.2562,0.21882,-0.056798,0.14062,0.10452,0.056508,0.088334,0.02931,0.048258,-0.010046,-0.0029603,0.028917,0.054113,abnormal
0.0039062,0.021484,0.015625,0.015625,0.019726,-0.2918,0.042646,-0.024673,0.48531,-0.31542,0.2275,0.038363,0.21501,-0.10251,0.17165,-0.064768,0.11207,0.026835,0.03176,-0.026451,abnormal
0.0097656,0.0078125,0.015625,0.035156,0.005377,-0.28472,-0.2547,0.22336,0.31021,0.11936,0.14378,-0.028483,0.068933,0.035672,0.16109,0.068021,0.0099081,-0.012262,0.071246,0.019396,abnormal
0.011719,0.0078125,0.011719,0.0078125,0.015317,-0.37989,-0.1838,0.15587,0.076258,-0.0013808,0.05562,0.072892,0.054193,0.052329,0.0040732,0.018382,0.09706,-0.035374,0.029164,0.080738,abnormal
0.011719,0.015625,0.027344,0.015625,0.0056111,0.024335,-0.16867,-0.10907,0.13221,0.084925,0.12515,0.060811,0.091917,0.012877,0.033742,-0.010419,0.061669,-0.016691,0.0076204,-0.0077839,abnormal
0.0078125,0.0078125,0.0078125,0.0039062,0.010755,-0.44423,0.077455,0.064931,0.24749,0.081846,0.082872,0.1262,0.099321,-0.015163,0.091688,0.1177,0.046201,-0.052688,0.086404,0.049166,abnormal
0.0078125,0.019531,0.015625,0.023438,0.0040159,-0.93629,-0.21486,0.55554,-0.021651,-0.11998,0.041041,0.045183,0.076292,0.0060643,0.0028003,-0.024278,0.0066606,-0.056451,0.096206,4.59E-05,abnormal
0.0058594,0.011719,0.011719,0.023438,0.0095914,-0.15249,0.41445,-0.33909,0.11152,-0.028229,0.252,0.044831,0.20031,0.064844,0.069371,0.0048601,-0.02269,0.072924,0.17052,0.027957,abnormal
0.015625,0.011719,0.015625,0.03125,0.0014029,-0.13958,-0.50264,-0.14267,0.12708,0.13863,0.1253,0.03957,0.10118,0.0033491,-0.083543,0.024205,0.054612,0.038809,0.00015129,-0.035495,abnormal
0.011719,0.03125,0.03125,0.011719,0.0052965,0.15888,-0.55455,0.0095604,0.11803,0.019075,-0.0083558,0.083798,0.18324,-0.0057686,-0.073177,0.062902,0.079527,0.078745,-0.00082649,0.00851,abnormal
0.015625,0.015625,0.011719,0.0078125,0.029559,-0.34535,-0.3017,0.094421,0.10658,-0.0011808,0.06866,0.037988,0.069906,0.026372,0.034231,-0.016761,0.035317,0.058499,-0.063509,0.0025971,abnormal
0.015625,0.0078125,0.015625,0.0078125,0.015595,0.29029,-0.16019,-0.092145,0.2393,0.12342,0.069741,0.10997,0.17961,0.077798,0.049244,0.069135,0.017959,-0.04948,0.026534,0.053333,abnormal
0.011719,0.03125,0.015625,0.0625,0.0025964,-0.21961,0.021968,0.055199,0.18105,-0.036134,0.11032,0.043564,0.17382,0.051422,0.0050135,-0.02329,0.0093896,0.014399,0.022616,-0.0057742,abnormal
0.011719,0.0058594,0.011719,0.027344,0.010739,-0.21435,-0.26666,0.045414,0.25931,-0.0067339,0.10551,-0.0050649,0.14213,-0.062173,0.011367,0.007734,0.095882,-0.01686,0.010624,-0.0051029,abnormal
0.0078125,0,0.015625,0.03125,0.010012,-0.27376,-0.22344,-0.055545,0.12035,0.011241,0.11605,0.045145,0.024608,0.06117,0.060129,0.007018,0.030781,-0.033443,0.024575,0.023235,abnormal
0.011719,0.035156,0.0078125,0.027344,0.011856,-0.13102,-0.47403,-0.059483,0.11247,0.062443,0.22082,-0.094779,0.052908,-0.011975,-0.0081722,0.13335,-0.030215,0.01985,-0.022674,0.013066,abnormal
0.013672,0.011719,0.015625,0.023438,0.51147,2.0052,2.9943,3.7233,4.0931,4.1898,4.1153,3.8886,3.4969,3.0076,2.4272,1.8373,1.2918,0.80247,0.4212,0.16151,abnormal
0.011719,0.023438,0.015625,0.0078125,0.012294,-0.60203,0.64944,-0.20362,0.39027,-0.095965,0.3541,0.020214,0.11783,-0.0080588,0.2226,-0.0037354,0.11488,0.004711,-0.012862,0.057344,abnormal
0.011719,0.0078125,0.015625,0.027344,0.025792,-0.26282,-0.18581,-0.084103,-0.0058967,0.055804,0.063893,0.085678,0.084532,0.041695,0.05061,-0.012585,-0.017917,-0.020248,0.01142,0.02671,abnormal
0.015625,0.011719,0.0097656,0.03125,0.0059457,0.14109,-0.26143,-0.080241,0.25152,0.14096,0.1407,0.069211,0.13492,0.066757,0.051136,0.020998,0.070758,0.031182,0.041169,0.014312,abnormal
0.0078125,0.015625,0.011719,0.015625,0.013414,-0.29401,-0.085413,0.37513,-0.082081,0.07545,0.11654,-0.059762,0.13287,0.067896,-0.034759,0.087645,-0.061664,0.11514,-0.0044249,0.068029,abnormal
0.027344,0.0039062,0.011719,0.03125,0.0096724,-0.27956,-0.28239,0.08295,0.1114,0.11588,0.12248,0.034383,-0.080668,-0.0099197,0.044857,-0.0030497,0.07842,-0.030524,0.064704,-0.011975,abnormal
0.011719,0.015625,0.015625,0.019531,0.010906,-0.79042,0.086221,0.064416,0.039001,0.1259,0.02606,-0.009218,0.14149,-0.01391,-0.077255,0.017533,0.0041972,0.14571,-0.058598,0.038659,normal
0.0078125,0,0.015625,0.03125,0.03798,-0.60455,0.13537,0.067554,0.080157,0.049961,0.093341,0.018599,0.017845,0.030926,0.043667,0.029791,0.033672,0.015426,-0.02077,-0.00079516,normal
0.019531,0.03125,0.0058594,0.021484,0.035409,-0.32686,-0.054193,0.10454,0.2268,0.057897,0.096742,0.042454,-0.0079397,0.027402,0.093128,0.03159,0.020879,-0.019636,0.051767,0.012663,abnormal
0.015625,0.0078125,0.015625,0.027344,0.016482,0.045979,-0.30459,0.30183,0.13545,0.10925,0.09557,0.045197,0.086777,0.078125,0.14248,0.020505,-0.023444,0.024838,0.050813,0.041429,abnormal
0.0078125,0.0039062,0.0078125,0.0078125,0.021795,-0.16521,-0.15378,-0.06627,-0.025309,0.028128,0.037113,0.10877,0.12703,0.098141,0.044805,-0.019379,-0.054187,-0.036291,0.017636,0.064323,abnormal
0.0078125,0.023438,0.0078125,0.011719,0.0066381,-0.51424,-0.048384,0.074972,0.1322,-0.017194,0.082899,0.013801,0.052221,0.040016,0.016233,0.0087446,-0.0073905,0.057597,0.061224,0.057081,abnormal
0.0078125,0.0078125,0.054688,0.0078125,0.006714,-0.42609,-0.26922,0.12736,0.18322,0.076668,-0.0052008,0.068282,0.044548,-0.027411,0.030415,0.015542,0.020895,-0.013423,0.00041125,-0.018728,abnormal
0.0078125,0.03125,0.015625,0.015625,0.020468,0.1051,0.17032,0.036771,0.10533,0.10744,0.13699,0.2589,0.13492,0.21363,0.030278,0.091471,0.10433,0.04698,0.072295,0.0018113,abnormal
0.0078125,0.015625,0.011719,0.023438,0.0043848,-0.11056,-0.28208,-0.0854,0.0093141,0.086933,0.10833,0.066829,0.057239,-0.019316,0.017902,-0.0060388,0.036726,0.050922,-0.0046053,-0.02975,normal
0.011719,0.019531,0.011719,0,0.0017475,-0.46874,-0.012969,0.10981,0.092415,0.078145,0.11226,0.076008,0.024058,-0.0028554,-0.011634,-0.0054221,0.044704,0.018675,-0.0076385,-0.010236,abnormal
0.019531,0.011719,0.019531,0.023438,0.62683,1.0944,1.4302,1.5616,1.8279,1.9496,2.0024,1.9378,1.8165,1.6349,1.3641,1.0894,0.82777,0.53525,0.28276,0.096703,abnormal
